Date,Open,High,Low,Close,Adj Close,Volume,sentiment_score
2019-12-19,1780.500000,1792.989990,1774.060059,1792.280029,1792.280029,2652800,0.696342857142857
2019-12-20,1799.619995,1802.969971,1782.449951,1786.500000,1786.500000,5150800,0.757333333333334
2019-12-23,1788.260010,1793.000000,1784.510010,1793.000000,1793.000000,2136400,0.768266666666667
2019-12-24,1793.810059,1795.569946,1787.579956,1789.209961,1789.209961,881300,0.818055555555556
2019-12-26,1801.010010,1870.459961,1799.500000,1868.770020,1868.770020,6005400,0.770868421052632
2019-12-27,1882.920044,1901.400024,1866.010010,1869.800049,1869.800049,6186600,0.794985714285714
2019-12-30,1874.000000,1884.000000,1840.619995,1846.890015,1846.890015,3674700,0.758092592592593
2019-12-31,1842.000000,1853.260010,1832.229980,1847.839966,1847.839966,2506500,0.856406666666667
2020-01-02,1875.000000,1898.010010,1864.150024,1898.010010,1898.010010,4029000,0.775325
2020-01-03,1864.500000,1886.199951,1864.500000,1874.969971,1874.969971,3764400,0.853358823529412
2020-01-06,1860.000000,1903.689941,1860.000000,1902.880005,1902.880005,4061800,0.871527272727273
2020-01-07,1904.500000,1913.890015,1892.040039,1906.859985,1906.859985,4044900,0.866592857142857
2020-01-08,1898.040039,1911.000000,1886.439941,1891.969971,1891.969971,3508000,0.914888888888889
2020-01-09,1909.890015,1917.819946,1895.800049,1901.050049,1901.050049,3167300,0.662108695652174
2020-01-10,1905.369995,1906.939941,1880.000000,1883.160034,1883.160034,2853700,0.817894117647059
2020-01-13,1891.310059,1898.000000,1880.800049,1891.300049,1891.300049,2780800,0.7878
2020-01-14,1885.880005,1887.109985,1858.550049,1869.439941,1869.439941,3440900,0.782
2020-01-15,1872.250000,1878.859985,1855.089966,1862.020020,1862.020020,2896600,0.83418
2020-01-16,1882.989990,1885.589966,1866.020020,1877.939941,1877.939941,2659500,0.8088
2020-01-17,1885.890015,1886.640015,1857.250000,1864.719971,1864.719971,3997300,0.78465
2020-01-21,1865.000000,1894.270020,1860.000000,1892.000000,1892.000000,3707800,0.6395
2020-01-22,1896.089966,1902.500000,1883.339966,1887.459961,1887.459961,3216300,0.761466666666667
2020-01-23,1885.109985,1889.979980,1872.760010,1884.579956,1884.579956,2484600,0.57005
2020-01-24,1891.369995,1894.989990,1847.439941,1861.640015,1861.640015,3766200,0.736842857142857
2020-01-27,1820.000000,1841.000000,1815.339966,1828.339966,1828.339966,3528500,0.728825
2020-01-28,1840.500000,1858.109985,1830.020020,1853.250000,1853.250000,2808000,0
2020-01-29,1864.000000,1874.750000,1855.020020,1858.000000,1858.000000,2088000,0.90005
2020-01-30,1858.000000,1872.869995,1850.609985,1870.680054,1870.680054,6327400,0.291633333333333
2020-01-31,2051.469971,2055.719971,2002.270020,2008.719971,2008.719971,15567300,0.21075
2020-02-03,2010.599976,2048.500000,2000.250000,2004.199951,2004.199951,5899100,0
2020-02-04,2029.880005,2059.800049,2015.369995,2049.669922,2049.669922,5289300,0.305233333333333
2020-02-05,2071.020020,2071.020020,2032.000000,2039.869995,2039.869995,4376200,0
2020-02-06,2041.020020,2056.300049,2024.800049,2050.229980,2050.229980,3183000,0.838833333333333
2020-02-07,2041.989990,2098.530029,2038.099976,2079.280029,2079.280029,5095300,0
2020-02-10,2085.010010,2135.600098,2084.959961,2133.909912,2133.909912,5056200,0.440928571428571
2020-02-11,2150.899902,2185.949951,2136.000000,2150.800049,2150.800049,5746000,0.8273
2020-02-12,2163.199951,2180.250000,2155.290039,2160.000000,2160.000000,3334300,0.68095
2020-02-13,2144.989990,2170.280029,2142.000000,2149.870117,2149.870117,3031800,0.43965
2020-02-14,2155.679932,2159.040039,2125.889893,2134.870117,2134.870117,2606200,0.394433333333333
2020-02-18,2125.020020,2166.070068,2124.110107,2155.669922,2155.669922,2945600,0.5811
2020-02-19,2167.800049,2185.100098,2161.120117,2170.219971,2170.219971,2561200,0.8278
2020-02-20,2173.070068,2176.790039,2127.449951,2153.100098,2153.100098,3131300,0.3494
2020-02-21,2142.149902,2144.550049,2088.000000,2095.969971,2095.969971,4646300,0.29135
2020-02-24,2003.180054,2039.300049,1987.969971,2009.290039,2009.290039,6547000,0.4588
2020-02-25,2026.420044,2034.599976,1958.420044,1972.739990,1972.739990,6219100,0.78102
2020-02-26,1970.280029,2014.670044,1960.449951,1979.589966,1979.589966,5224600,0.18496
2020-02-27,1934.380005,1975.000000,1882.760010,1884.300049,1884.300049,8144000,0.9323
2020-02-28,1814.630005,1889.760010,1811.130005,1883.750000,1883.750000,9493800,0.5093
2020-03-02,1906.489990,1954.510010,1870.000000,1953.949951,1953.949951,6761700,0.3612
2020-03-03,1975.369995,1996.329956,1888.089966,1908.989990,1908.989990,7534500,0.452189130434783
2020-03-04,1946.569946,1978.000000,1922.000000,1975.829956,1975.829956,4772900,0.3592
2020-03-05,1933.000000,1960.719971,1910.000000,1924.030029,1924.030029,4748200,0.9212
2020-03-06,1875.000000,1910.869995,1869.500000,1901.089966,1901.089966,5273600,0.339375
2020-03-09,1773.859985,1862.770020,1761.290039,1800.609985,1800.609985,7813200,0.3291
2020-03-10,1870.880005,1894.270020,1818.170044,1891.819946,1891.819946,7133300,0.2768
2020-03-11,1857.849976,1871.319946,1801.500000,1820.859985,1820.859985,5624800,0.695066666666667
2020-03-12,1721.979980,1765.000000,1675.000000,1676.609985,1676.609985,11346200,0.29105
2020-03-13,1755.000000,1786.310059,1680.619995,1785.000000,1785.000000,8809700,0.59055
2020-03-16,1641.510010,1759.449951,1626.030029,1689.150024,1689.150024,8917300,0.6398
2020-03-17,1775.469971,1857.780029,1689.239990,1807.839966,1807.839966,10917100,0.61345
2020-03-18,1750.000000,1841.660034,1745.000000,1830.000000,1830.000000,9645200,0.9423
2020-03-19,1860.000000,1945.000000,1832.650024,1880.930054,1880.930054,10399900,0
2020-03-20,1926.310059,1957.000000,1820.729980,1846.089966,1846.089966,9817900,0.4196
2020-03-23,1827.750000,1919.400024,1812.000000,1902.829956,1902.829956,7808500,0.9037
2020-03-24,1951.500000,1955.000000,1900.339966,1940.099976,1940.099976,7147100,0.721
2020-03-25,1920.689941,1950.260010,1885.780029,1885.839966,1885.839966,6479100,0.860133333333333
2020-03-26,1902.000000,1956.489990,1889.290039,1955.489990,1955.489990,6221300,0.862085185185185
2020-03-27,1930.859985,1939.790039,1899.920044,1900.099976,1900.099976,5387900,0.859541935483871
2020-03-30,1922.829956,1973.630005,1912.339966,1963.949951,1963.949951,6126100,0.929572727272727
2020-03-31,1964.349976,1993.020020,1944.010010,1949.719971,1949.719971,5123600,0.922973684210526
2020-04-01,1932.969971,1944.959961,1893.000000,1907.699951,1907.699951,4121900,0.943417647058824
2020-04-02,1901.640015,1927.530029,1890.000000,1918.829956,1918.829956,4336000,0.86459696969697
2020-04-03,1911.150024,1926.329956,1889.150024,1906.589966,1906.589966,3609900,0.898375
